group,year,bev_share,ice_share,phev_share
world,2015.0,0.3574,99.5869,0.1345
world,2015.1,0.3822,99.5578,0.1421
world,2015.2,0.4084,99.5269,0.1500
world,2015.3,0.4359,99.4943,0.1583
world,2015.4,0.4649,99.4597,0.1670
world,2015.5,0.4954,99.4233,0.1759
world,2015.6,0.5274,99.3848,0.1853
world,2015.7,0.5609,99.3442,0.1950
world,2015.8,0.5961,99.3015,0.2050
world,2015.9,0.6330,99.2565,0.2155
world,2016.0,0.6715,99.2092,0.2263
world,2016.1,0.7120,99.0862,0.3107
world,2016.2,0.7545,99.0363,0.3195
world,2016.3,0.7989,98.9824,0.3302
world,2016.4,0.8454,98.9250,0.3419
world,2016.5,0.8940,98.8642,0.3544
world,2016.6,0.9447,98.8001,0.3677
world,2016.7,0.9976,98.7326,0.3818
world,2016.8,1.0527,98.6617,0.3965
world,2016.9,1.1101,98.5872,0.4119
world,2017.0,1.1697,98.5092,0.4280
world,2017.1,1.2319,98.4266,0.4454
world,2017.2,1.2964,98.3403,0.4635
world,2017.3,1.3635,98.2500,0.4823
world,2017.4,1.4331,98.1555,0.5019
world,2017.5,1.5053,98.0567,0.5223
world,2017.6,1.5801,97.9536,0.5435
world,2017.7,1.6576,97.8461,0.5654
world,2017.8,1.7379,97.7339,0.5881
world,2017.9,1.8210,97.6170,0.6117
world,2018.0,1.9070,97.4954,0.6360
world,2018.1,1.9973,97.3683,0.6610
world,2018.2,2.0893,97.2364,0.6869
world,2018.3,2.1843,97.0994,0.7176
world,2018.4,2.2823,96.9571,0.7617
world,2018.5,2.3835,96.8094,0.8082
world,2018.6,2.4879,96.6562,0.8569
world,2018.7,2.5956,96.4973,0.9081
world,2018.8,2.7066,96.3326,0.9618
world,2018.9,2.8209,96.1619,1.0180
world,2019.0,2.9387,95.9852,1.0768
world,2019.1,3.0600,95.8023,1.1383
world,2019.2,3.1849,95.6131,1.2026
world,2019.3,3.3134,95.4175,1.2697
world,2019.4,3.4455,95.2152,1.3398
world,2019.5,3.5814,95.0062,1.4129
world,2019.6,3.7211,94.7904,1.4891
world,2019.7,3.8646,94.5676,1.5683
world,2019.8,4.0121,94.3377,1.6508
world,2019.9,4.1635,94.1005,1.7366
world,2020.0,4.3189,93.8560,1.8257
world,2020.1,4.4784,93.6039,1.9182
world,2020.2,4.6420,93.3442,2.0142
world,2020.3,4.8099,93.0768,2.1138
world,2020.4,4.9819,92.8015,2.2170
world,2020.5,5.1583,92.5182,2.3238
world,2020.6,5.3391,92.2268,2.4345
world,2020.7,5.5242,91.9272,2.5489
world,2020.8,5.7138,91.6192,2.6672
world,2020.9,5.9080,91.3028,2.7894
world,2021.0,6.1067,90.9779,2.9156
world,2021.1,6.3100,90.6443,3.0459
world,2021.2,6.5181,90.3019,3.1802
world,2021.3,6.7308,89.9508,3.3187
world,2021.4,6.9483,89.5907,3.4612
world,2021.5,7.1707,89.2217,3.6080
world,2021.6,7.3979,88.8436,3.7589
world,2021.7,7.6300,88.4563,3.9140
world,2021.8,7.8671,88.0599,4.0734
world,2021.9,8.1092,87.6543,4.2369
world,2022.0,8.3564,87.2394,4.4047
world,2022.1,8.6087,86.8152,4.5767
world,2022.2,8.8661,86.3816,4.7528
world,2022.3,9.1287,85.9388,4.9332
world,2022.4,9.3965,85.4866,5.1177
world,2022.5,9.6695,85.0250,5.3062
world,2022.6,9.9479,84.5542,5.4988
world,2022.7,10.2316,84.0740,5.6954
world,2022.8,10.5206,83.5846,5.8958
world,2022.9,10.8151,83.0859,6.1001
world,2023.0,11.1150,82.5781,6.3081
world,2023.1,11.4204,82.0612,6.5197
world,2023.2,11.7312,81.5353,6.7349
world,2023.3,12.0476,81.0005,6.9534
world,2023.4,12.3696,80.4569,7.1752
world,2023.5,12.6971,79.9046,7.4000
world,2023.6,13.0303,79.3438,7.6279
world,2023.7,13.3691,78.7746,7.8585
world,2023.8,13.7137,78.1970,8.0916
world,2023.9,14.0639,77.6114,8.3272
world,2024.0,14.4198,77.0179,8.5649
world,2024.1,14.7816,76.4167,8.8046
world,2024.2,15.1491,75.8079,9.0460
world,2024.3,15.5225,75.1918,9.2889
world,2024.4,15.9017,74.5687,9.5330
world,2024.5,16.2868,73.9387,9.7781
world,2024.6,16.6779,73.3020,10.0238
world,2024.7,17.0749,72.6590,10.2699
world,2024.8,17.4779,72.0099,10.5160
world,2024.9,17.8870,71.3550,10.7620
world,2025.0,18.3021,70.6945,11.0073
world,2025.1,18.7233,70.0288,11.2518
world,2025.2,19.1506,69.3581,11.4951
world,2025.3,19.5841,68.6827,11.7368
world,2025.4,20.0237,68.0030,11.9765
world,2025.5,20.4696,67.3194,12.2140
world,2025.6,20.9216,66.6321,12.4488
world,2025.7,21.3797,65.9415,12.6806
world,2025.8,21.8441,65.2480,12.9090
world,2025.9,22.3146,64.5520,13.1337
world,2026.0,22.7911,63.8540,13.3551
world,2026.1,23.2736,63.1544,13.5732
world,2026.2,23.7619,62.4537,13.7869
world,2026.3,24.2559,61.7525,13.9954
world,2026.4,24.7555,61.0513,14.1983
world,2026.5,25.2603,60.3507,14.3952
world,2026.6,25.7701,59.6514,14.5858
world,2026.7,26.2845,58.9541,14.7696
world,2026.8,26.8033,58.2597,14.9463
world,2026.9,27.3259,57.5688,15.1154
world,2027.0,27.8519,56.8824,15.2767
world,2027.1,28.3807,56.2013,15.4297
world,2027.2,28.9120,55.5263,15.5740
world,2027.3,29.4450,54.8584,15.7095
world,2027.4,29.9794,54.1983,15.8357
world,2027.5,30.5146,53.5469,15.9525
world,2027.6,31.0500,52.9047,16.0595
world,2027.7,31.5855,52.2724,16.1567
world,2027.8,32.1204,51.6505,16.2482
world,2027.9,32.6548,51.0392,16.3303
world,2028.0,33.1883,50.4386,16.4025
world,2028.1,33.7211,49.8490,16.4650
world,2028.2,34.2530,49.2701,16.5177
world,2028.3,34.7842,48.7018,16.5607
world,2028.4,35.3149,48.1439,16.5941
world,2028.5,35.8452,47.5961,16.6179
world,2028.6,36.3754,47.0583,16.6322
world,2028.7,36.9056,46.5301,16.6370
world,2028.8,37.4360,46.0115,16.6324
world,2028.9,37.9665,45.5022,16.6184
world,2029.0,38.4973,45.0022,16.5953
world,2029.1,39.0283,44.5113,16.5630
world,2029.2,39.5594,44.0295,16.5217
world,2029.3,40.0906,43.5568,16.4716
world,2029.4,40.6216,43.0929,16.4129
world,2029.5,41.1524,42.6379,16.3458
world,2029.6,41.6828,42.1916,16.2706
world,2029.7,42.2126,41.7539,16.1883
world,2029.8,42.7417,41.3247,16.0985
world,2029.9,43.2699,40.9039,16.0014
world,2030.0,43.7971,40.4912,15.8972
world,2030.1,44.3231,40.0864,15.7871
world,2030.2,44.8476,39.6895,15.6714
world,2030.3,45.3707,39.3002,15.5508
world,2030.4,45.8921,38.9183,15.4249
world,2030.5,46.4116,38.5436,15.2936
world,2030.6,46.9292,38.1759,15.1572
world,2030.7,47.4446,37.8150,15.0162
world,2030.8,47.9577,37.4606,14.8708
world,2030.9,48.4683,37.1126,14.7214
world,2031.0,48.9764,36.7708,14.5684
world,2031.1,49.4817,36.4349,14.4120
world,2031.2,49.9842,36.1047,14.2526
world,2031.3,50.4837,35.7800,14.0904
world,2031.4,50.9800,35.4607,13.9259
world,2031.5,51.4731,35.1465,13.7592
world,2031.6,51.9628,34.8373,13.5908
world,2031.7,52.4489,34.5329,13.4207
world,2031.8,52.9315,34.2331,13.2494
world,2031.9,53.4103,33.9378,13.0771
world,2032.0,53.8852,33.6468,12.9039
world,2032.1,54.3562,33.3600,12.7302
