group,year,bev_share,ice_share,phev_share
world,2015.0,0.3496,99.5427,0.1566
world,2015.1,0.3727,99.5135,0.1644
world,2015.2,0.3970,99.4826,0.1725
world,2015.3,0.4224,99.4503,0.1809
world,2015.4,0.4491,99.4163,0.1896
world,2015.5,0.4770,99.3806,0.1985
world,2015.6,0.5063,99.3431,0.2078
world,2015.7,0.5368,99.3039,0.2174
world,2015.8,0.5688,99.2627,0.2272
world,2015.9,0.6021,99.2197,0.2374
world,2016.0,0.6369,99.1746,0.2479
world,2016.1,0.6733,99.1275,0.2586
world,2016.2,0.7112,99.0781,0.2698
world,2016.3,0.7508,99.0265,0.2813
world,2016.4,0.7921,98.9726,0.2931
world,2016.5,0.8351,98.9162,0.3053
world,2016.6,0.8798,98.8573,0.3178
world,2016.7,0.9264,98.7958,0.3306
world,2016.8,0.9748,98.7316,0.3439
world,2016.9,1.0251,98.6647,0.3575
world,2017.0,1.0774,98.5949,0.3714
world,2017.1,1.1317,98.5215,0.3864
world,2017.2,1.1882,98.4450,0.4018
world,2017.3,1.2467,98.3651,0.4177
world,2017.4,1.3074,98.2820,0.4341
world,2017.5,1.3703,98.1954,0.4509
world,2017.6,1.4355,98.1053,0.4683
world,2017.7,1.5030,98.0117,0.4886
world,2017.8,1.5729,97.9143,0.5162
world,2017.9,1.6452,97.8133,0.5452
world,2018.0,1.7199,97.7083,0.5756
world,2018.1,1.7975,97.5995,0.6073
world,2018.2,1.8775,97.4865,0.6406
world,2018.3,1.9602,97.3694,0.6753
world,2018.4,2.0455,97.2480,0.7116
world,2018.5,2.1337,97.1222,0.7494
world,2018.6,2.2246,96.9920,0.7889
world,2018.7,2.3184,96.8572,0.8300
world,2018.8,2.4152,96.7177,0.8729
world,2018.9,2.5149,96.5735,0.9175
world,2019.0,2.6177,96.4244,0.9639
world,2019.1,2.7236,96.2703,1.0123
world,2019.2,2.8326,96.1111,1.0628
world,2019.3,2.9449,95.9467,1.1153
world,2019.4,3.0604,95.7771,1.1698
world,2019.5,3.1792,95.6020,1.2263
world,2019.6,3.3013,95.4215,1.2850
world,2019.7,3.4269,95.2354,1.3458
world,2019.8,3.5560,95.0436,1.4089
world,2019.9,3.6886,94.8460,1.4743
world,2020.0,3.8248,94.6424,1.5419
world,2020.1,3.9646,94.4329,1.6119
world,2020.2,4.1080,94.2174,1.6843
world,2020.3,4.2552,93.9956,1.7591
world,2020.4,4.4062,93.7675,1.8364
world,2020.5,4.5610,93.5331,1.9163
world,2020.6,4.7197,93.2923,1.9987
world,2020.7,4.8824,93.0448,2.0837
world,2020.8,5.0490,92.7908,2.1713
world,2020.9,5.2196,92.5300,2.2617
world,2021.0,5.3944,92.2625,2.3547
world,2021.1,5.5734,91.9865,2.4518
world,2021.2,5.7565,91.7048,2.5504
world,2021.3,5.9439,91.4162,2.6518
world,2021.4,6.1355,91.1205,2.7558
world,2021.5,6.3315,90.8178,2.8626
world,2021.6,6.5318,90.5078,2.9723
world,2021.7,6.7365,90.1906,3.0848
world,2021.8,6.9457,89.8660,3.2000
world,2021.9,7.1594,89.5342,3.3181
world,2022.0,7.3776,89.1949,3.4389
world,2022.1,7.6005,88.8481,3.5625
world,2022.2,7.8279,88.4939,3.6889
world,2022.3,8.0601,88.1321,3.8181
world,2022.4,8.2970,87.7629,3.9499
world,2022.5,8.5387,87.3861,4.0845
world,2022.6,8.7852,87.0017,4.2216
world,2022.7,9.0365,86.6098,4.3613
world,2022.8,9.2928,86.2103,4.5036
world,2022.9,9.5540,85.8032,4.6484
world,2023.0,9.8202,85.3886,4.7956
world,2023.1,10.0915,84.9665,4.9452
world,2023.2,10.3678,84.5369,5.0970
world,2023.3,10.6492,84.0998,5.2527
world,2023.4,10.9358,83.6553,5.4106
world,2023.5,11.2276,83.2034,5.5706
world,2023.6,11.5246,82.7443,5.7328
world,2023.7,11.8269,82.2778,5.8968
world,2023.8,12.1346,81.8042,6.0627
world,2023.9,12.4476,81.3235,6.2303
world,2024.0,12.7660,80.8358,6.3995
world,2024.1,13.0898,80.3411,6.5701
world,2024.2,13.4191,79.8396,6.7421
world,2024.3,13.7540,79.3314,6.9154
world,2024.4,14.0944,78.8165,7.0898
world,2024.5,14.4404,78.2952,7.2651
world,2024.6,14.7921,77.7674,7.4410
world,2024.7,15.1494,77.2334,7.6175
world,2024.8,15.5125,76.6934,7.7944
world,2024.9,15.8814,76.1473,7.9715
world,2025.0,16.2560,75.5954,8.1486
world,2025.1,16.6365,75.0378,8.3256
world,2025.2,17.0230,74.4747,8.5024
world,2025.3,17.4153,73.9062,8.6785
world,2025.4,17.8136,73.3325,8.8539
world,2025.5,18.2180,72.7537,9.0283
world,2025.6,18.6284,72.1700,9.2016
world,2025.7,19.0449,71.5815,9.3736
world,2025.8,19.4676,70.9884,9.5440
world,2025.9,19.8965,70.3908,9.7127
world,2026.0,20.3317,69.7889,9.8795
world,2026.1,20.7731,69.1827,10.0442
