"country","variant","v1","v2","t0","data_per","model_date","source","baseline_date","ice_v1","ice_v2","ice_t0","ttm_bev_share","obs_bev_share","obs_phev_share","obs_ice_share","refit_swing"
"Albania","2-Wheelers",-0.021862568992779,-0.337304284504391,2019,"2024-02","2024-02","backtest","",-0.0218625697144245,-0.337304306482495,2019,0.0164364399370519,0.0164364399370519,0,0.983563560062948,
"Albania","Buses",0,4.15,2019,"2024-02","2024-02","backtest","",0,4.15,2019,0,0,0,1,
"Albania","HDV",0,4.15,2019,"2024-02","2024-02","backtest","",0,4.15,2019,0,0,0,1,
"Albania","Whole",-5.15869174692405e-05,3.64600157208457,2018,"2024-02","2024-02","backtest","",-9.95041900812672e-05,3.34524005006151,2018,0.0281763031540209,0.0281763031540209,0.00406831315948363,0.967755383686495,
"Australia","Whole",-1.40255588678709e-05,3.78640048076768,2014,"2024-02","2024-02","backtest","",-2.9959955394664e-05,3.50650442907091,2014,0.0777554811456045,0.0777554811456045,0.011014385704254,0.911230133150141,
"Austria","Used",-0.00222468557699217,1.48008880107284,2018,"2024-02","2024-02","backtest","",-0.0030265783374497,1.56608464754907,2018,0.0271949028274025,0.0271949028274025,0.0156769553274541,0.957128141845143,
"Austria","Whole",-5.99456645611315e-06,4.17966397791671,2011,"2024-02","2024-02","backtest","",-6.21523806049805e-06,4.31331951208702,2011,0.198385611354895,0.198385611354895,0.0719515600061675,0.729662828638938,
"Belgium","Whole",-0.000615248842847584,3.11780074069921,2017,"2024-02","2024-02","backtest","",-0.00430524105555397,2.55838743809837,2017,0.204606628813473,0.204606628813473,0.216950639464945,0.578442731721582,
"Brazil","Whole",-9.21898217440271e-34,28.2044762996359,2011,"2024-02","2024-02","backtest","",-1.43529813427631e-25,21.1192016189475,2011,0.0115629697135203,0.0115629697135203,0.0163873172488973,0.972049713037582,
"Bulgaria","Whole",-0.00110071022996917,1.96967892930232,2017,"2024-02","2024-02","backtest","",-0.00144716354733559,1.9293187856438,2017,0.0452536723861252,0.0452536723861252,0.0100728305147513,0.944673497099124,
"Canada","Pickups",-8.41391274492329e-08,6.05598262566822,2016,"2024-02","2024-02","backtest","",-8.43129779275945e-08,6.05506798994114,2016,0.0191831819281614,0.0191831819281614,5.49897719024261e-06,0.980811319094648,
"Canada","Vans",-2.38932775719159e-06,4.61302489487848,2016,"2024-02","2024-02","backtest","",-0.000797570371871876,2.10191324555131,2016,0.0279256369351298,0.0279256369351298,0.0258406911911042,0.946233671873766,
"Canada","Whole",-1.84135751299231e-06,4.22293210055877,2010,"2024-02","2024-02","backtest","",-8.68663647712681e-06,3.7353016061485,2010,0.108748361194876,0.108748361194876,0.0366246033831768,0.854627035421947,
"Chile","Whole",-2.16129973284165e-07,4.43606872884668,2014,"2024-02","2024-02","backtest","",-4.52766209712058e-07,4.24214836694572,2014,0.00450592499878086,0.00450592499878086,0.0017750613631561,0.993719013638063,
"China","Whole",-2.12852139072482e-07,5.25910852640332,2009,"2024-02","2024-02","backtest","",-1.59804169697533e-08,6.40417743569426,2009,0.236621243570075,0.236621243570075,0.125575309087627,0.637803447342298,
"Colombia","Whole",-0.000930899433905835,1.74043518661857,2018,"2024-02","2024-02","backtest","",-0.000930899433905835,1.74043518661857,2018,0.0206108157813121,0.0206108157813121,0,0.979389184218688,
"Croatia","Whole",-0.0100814963400692,0.61528349094493,2018,"2024-02","2024-02","backtest","",-0.0139429257331649,0.737790083158317,2018,0.0238802962365862,0.0238802962365862,0.017851445076998,0.958268258686416,
"Cyprus","Whole",-0.00104804393588817,2.6099615512933,2019,"2024-02","2024-02","backtest","",-0.00213281657252461,2.48774124762016,2019,0.0545149205529001,0.0545149205529001,0.0366877664384446,0.908797313008655,
