"country","variant","v1","v2","t0","data_per","model_date","source","baseline_date","ice_v1","ice_v2","ice_t0","ttm_bev_share","refit_swing"
"Albania","2-Wheelers",-0.0178442998333635,0.138820315307657,2019,"2022-01","2022-01","backtest","",-0.0178442998329176,0.138820315354737,2019,0.0211864406779661,
"Albania","Buses",0,4.15,2019,"2022-01","2022-01","backtest","",0,4.15,2019,0,
"Albania","HDV",0,4.15,2019,"2022-01","2022-01","backtest","",0,4.15,2019,0,
"Albania","Whole",-0.00145000264491073,0.908062175383569,2018,"2022-01","2022-01","backtest","",-0.00117495868088978,1.18603376954747,2018,0.00538213132400431,
"Australia","Whole",-0.00015177304141917,2.39524903111574,2014,"2022-01","2022-01","backtest","",-0.000276476764526846,2.19274601769261,2014,0.021744966442953,
"Austria","Used",-0.00147576474021793,1.82520302345516,2018,"2022-01","2022-01","backtest","",-0.00176269369500776,2.0409051033624,2018,0.0185223758632292,
"Austria","Whole",-9.74423387242763e-09,7.03085531748796,2011,"2022-01","2022-01","backtest","",-4.27675656359865e-09,7.55180372961571,2011,0.128881490492349,
"Belgium","Whole",-0.00153766331001908,2.49410026788312,2017,"2022-01","2022-01","backtest","",-0.00332822826306689,2.77682502111618,2017,0.0814799540460129,
"Brazil","Whole",-3.33034509236759e-15,11.4589337090228,2011,"2022-01","2022-01","backtest","",-3.33034509236759e-15,11.4589337090228,2011,0.00315138643876205,
"Bulgaria","Whole",-0.00145008672108889,1.69065600199083,2017,"2022-01","2022-01","backtest","",-0.0017594207418683,1.75659356191663,2017,0.0167570231641203,
"Canada","Whole",-5.56284241627067e-06,3.72308472860565,2010,"2021-11","2022-01","backtest","",-4.99771693094514e-05,2.96343351934375,2010,0.057417482771128,
"Chile","Whole",-3.73855105428137e-06,2.90913748881305,2014,"2022-01","2022-01","backtest","",-2.44731618914465e-06,3.34242840199772,2014,0.00142163568573804,
"China","Whole",-8.89182963845583e-09,6.50397073208331,2009,"2022-01","2022-01","backtest","",-2.1268526647838e-08,6.24583950641535,2009,0.128585086042065,
"Colombia","Whole",-0.00255711749668753,0.841404533240441,2018,"2022-01","2022-01","backtest","",-0.00255711749668753,0.841404533240441,2018,0.022827899488241,
"Croatia","Whole",-2.35869639675324e-05,5.767100570055,2018,"2022-01","2022-01","backtest","",-7.22064765412236e-05,5.26863397633736,2018,0.0370244565217391,
"Cyprus","Whole",-0.00234964608786537,1.33569917612609,2019,"2022-01","2022-01","backtest","",-0.00816571142240628,0.72074677465917,2019,0.0135013501350135,
"Czechia","Whole",-1.69445151242802e-08,5.6066600092928,2010,"2022-01","2022-01","backtest","",-6.13524734445237e-07,4.42523354310364,2010,0.011498493512882,
"Denmark","Industry",-0.000665356012256222,3.41955088518733,2017,"2022-01","2022-01","backtest","",-0.000743524904905727,4.12199289730336,2017,0.145419292292778,
"Denmark","Private",-0.000441794721165389,4.07133989400587,2017,"2022-01","2022-01","backtest","",-0.00121609633244352,4.04281386883751,2017,0.200488079594519,
"Denmark","Vans",-1.70555444451359e-05,5.27724124892135,2017,"2022-01","2022-01","backtest","",-4.54066405210289e-05,4.76866942759192,2017,0.0445382090951711,
"Denmark","Whole",-1.19434598816025e-08,7.67630217989223,2013,"2022-01","2022-01","backtest","",-1.32115016544445e-08,8.10974238277561,2013,0.176451920025389,
"Estonia","Whole",-0.000397497333748362,2.7140006115414,2017,"2022-01","2022-01","backtest","",-0.000302867092604706,3.12845786258644,2017,0.0255220417633411,
"Finland","Buses",-2.04946167754391e-10,10.3368140417465,2013,"2022-01","2022-01","backtest","",-2.04946167754391e-10,10.3368140417465,2013,0.0588235294117647,
"Finland","HDV",-8.1813973914359e-202,208.538444168246,2013,"2022-01","2022-01","backtest","",-5.26093266130921e-202,208.739441138,2013,0.00813008130081301,
"Finland","Industry",-1.41741419291955e-10,9.58918408685566,2013,"2022-01","2022-01","backtest","",-1.68175866619209e-05,4.7369239920767,2013,0.13049546406141,
"Finland","Private",-1.97365586637358e-08,7.27467734707287,2013,"2022-01","2022-01","backtest","",-4.13754606126435e-06,5.28722885038245,2013,0.123156636110004,
"Finland","Vans",-1.60701412641838e-08,6.68899248115389,2013,"2022-01","2022-01","backtest","",-6.80634010600283e-08,6.06298733125379,2013,0.0287698412698413,
"Finland","Whole",-4.15686712679055e-09,8.00700616994305,2013,"2022-01","2022-01","backtest","",-7.33173231620606e-06,5.06407891171721,2013,0.125824454591578,
