"country","variant","v1","v2","t0","data_per","model_date","source","baseline_date","ice_v1","ice_v2","ice_t0","ttm_bev_share","obs_bev_share","obs_phev_share","obs_ice_share","refit_swing"
"Albania","2-Wheelers",-0.0259958661276198,-0.656920056129064,2019,"2023-01","2023-01","backtest","",-0.0259958669372512,-0.656920112214903,2019,0.00727953410981697,0.00727953410981697,0,0.992720465890183,
"Albania","Buses",0,4.15,2019,"2023-01","2023-01","backtest","",0,4.15,2019,0,0,0,1,
"Albania","HDV",0,4.15,2019,"2023-01","2023-01","backtest","",0,4.15,2019,0,0,0,1,
"Albania","Whole",-0.000230459522861887,2.59105392763147,2018,"2023-01","2023-01","backtest","",-0.000143279638434497,3.0651599835714,2018,0.0128246753246753,0.0128246753246753,0.00349025974025974,0.983685064935065,
"Argentina","Industry",-2.48108983778491e-05,1.83988742572281,2017,"2023-01","2023-01","backtest","",-1.7406955567365e-07,5.72022672151806,2017,0.00068886337543054,0.00068886337543054,0.00290853425181783,0.996402602372752,
"Argentina","Private",-1.01386400972853e-06,2.4751177478949,2017,"2023-01","2023-01","backtest","",-1.73124935158817e-07,4.62854799703907,2017,8.00014222475066e-05,8.00014222475066e-05,0.000457785916194066,0.999462212661558,
"Argentina","Whole",-2.34359357362588e-06,2.3955807524255,2017,"2023-01","2023-01","backtest","",-1.38532771555537e-07,5.09506568234796,2017,0.000170331313330129,0.000170331313330129,0.000821375444280842,0.999008293242389,
"Australia","Whole",-5.92499657851288e-05,2.97656002058965,2014,"2023-01","2023-01","backtest","",-0.000126785296638783,2.6836726861043,2014,0.0373298534508405,0.0373298534508405,0.00585250037670823,0.956817646172451,
"Austria","Used",-0.00183263724461225,1.65490077257493,2018,"2023-01","2023-01","backtest","",-0.00262539457293194,1.6969507154432,2018,0.0225436874456924,0.0225436874456924,0.0110224310494642,0.966433881504843,
"Austria","Whole",-8.1063919749396e-07,5.06125428755808,2011,"2023-01","2023-01","backtest","",-7.13433914289779e-07,5.2705866792942,2011,0.159871908228385,0.159871908228385,0.0613062978454378,0.778821793926178,
"Belgium","Whole",-0.00114680546163213,2.69654893569201,2017,"2023-01","2023-01","backtest","",-0.00516628579635158,2.4271734708683,2017,,0.109836504161712,0.163510701545779,0.726652794292509,
"Brazil","Whole",-1.27049005262715e-12,8.95395432550547,2011,"2023-01","2023-01","backtest","",-8.70601176026523e-16,11.9970915260443,2011,0.00447029125269453,0.00447029125269453,0.000815450817679379,0.994714257929626,
"Bulgaria","Whole",-0.00055375926197412,2.41710724328478,2017,"2023-01","2023-01","backtest","",-0.0011639043384883,2.06897043061147,2017,0.0345500819300631,0.0345500819300631,0.00491580378621483,0.960534114283722,
"Canada","Pickups",-6.9671151810151e-16,15.9646799692027,2016,"2022-11","2023-01","backtest","",-6.99613486939145e-16,15.9625031074135,2016,0.00702485984744049,0.00702485984744049,0,0.992975140152559,
"Canada","Vans",-1.0869228216513e-12,12.5736657286095,2016,"2022-11","2023-01","backtest","",-6.17185836179239e-05,3.61298012528965,2016,0.0188886357517139,0.0188886357517139,0.0457718037404469,0.935339560507839,
"Canada","Whole",-5.97875686699385e-07,4.69377468894316,2010,"2022-11","2023-01","backtest","",-1.40862792411349e-05,3.52785269752961,2010,0.0853120550227022,0.0853120550227022,0.0204006698727421,0.894287275104556,
"Chile","Whole",-9.00687888089356e-09,5.95388668465659,2014,"2023-01","2023-01","backtest","",-1.60148770155551e-07,4.74411836788037,2014,0.00330366111821017,0.00330366111821017,0.00110042122877973,0.99559591765301,
"China","Whole",-2.63284934348431e-09,7.00824659150569,2009,"2023-01","2023-01","backtest","",-3.89584223812655e-10,7.87019477779341,2009,0.212257933691575,0.212257933691575,0.0738619081415391,0.713880158166886,
