"country","variant","v1","v2","t0","data_per","model_date","source","baseline_date","ice_v1","ice_v2","ice_t0","ttm_bev_share","obs_bev_share","obs_phev_share","obs_ice_share","refit_swing"
"Albania","2-Wheelers",-0.0240887800016776,-0.471344745739062,2019,"2024-07","2024-07","backtest","",-0.0240887798782923,-0.471344743974302,2019,0.00898038132080685,0.00898038132080685,0,0.991019618679193,
"Albania","Buses",-2.91890801778613e-07,5.89682246764403,2019,"2024-07","2024-07","backtest","",-2.91890865800323e-07,5.89682231627842,2019,0.00649350649350649,0.00649350649350649,0,0.993506493506494,
"Albania","HDV",0,4.15,2019,"2024-07","2024-07","backtest","",0,4.15,2019,0,0,0,1,
"Albania","Whole",-0.000433949857448839,2.29504879518661,2018,"2024-07","2024-07","backtest","",-0.00073922393973156,2.04261238556149,2018,0.0284369556892441,0.0284369556892441,0.00228533310274116,0.969277711208015,
"Argentina","Industry",-1.80381428838479e-11,9.91158106947314,2017,"2024-07","2024-07","backtest","",-1.38622967853455e-07,5.6009128044647,2017,0.00566032881364654,0.00566032881364654,0.00262433426814521,0.991715336918208,
"Argentina","Private",-6.75555197479854e-10,6.50158547210302,2017,"2024-07","2024-07","backtest","",-3.06260099227145e-06,2.79765925386974,2017,0.000238689061221309,0.000238689061221309,0.000457893301118429,0.99930341763766,
"Argentina","Whole",-1.37646704876944e-11,9.22453129802353,2017,"2024-07","2024-07","backtest","",-5.7639579971509e-07,4.12622430754499,2017,0.00110175912842252,0.00110175912842252,0.000802768732977002,0.998095472138601,
"Australia","Whole",-1.90237508564061e-05,3.63255964747947,2014,"2024-07","2024-07","backtest","",-3.29584880415561e-05,3.45793127861808,2014,0.0784475517565097,0.0784475517565097,0.0146342869377604,0.90691816130573,
"Austria","Used",-0.00226074074148587,1.4675443300179,2018,"2024-07","2024-07","backtest","",-0.00297093237350212,1.5800881518856,2018,0.0319266583589557,0.0319266583589557,0.0190931235949427,0.948980218046102,
"Austria","Whole",-2.51701969596792e-05,3.54738808804022,2011,"2024-07","2024-07","backtest","",-2.58183858001382e-05,3.68378708519865,2011,0.1849639224131,0.1849639224131,0.0680773619168528,0.746958715670047,
"Belgium","Whole",-0.000583761392443217,3.14808374720935,2017,"2024-07","2024-07","backtest","",-0.00647793151816077,2.29403461877858,2017,0.247281819242409,0.247281819242409,0.187688865810056,0.565029314947535,
"Brazil","Whole",-6.96727762236213e-18,13.8489262794677,2011,"2024-07","2024-07","backtest","",-9.00707079647292e-17,13.1170078398766,2011,0.021593877881303,0.021593877881303,0.0202413705407717,0.958164751577925,
"Bulgaria","Whole",-0.00197733570943897,1.58722763758118,2017,"2024-07","2024-07","backtest","",-0.00239216559211092,1.60169651349271,2017,0.0417124542124542,0.0417124542124542,0.0111950549450549,0.947092490842491,
"Canada","Pickups",-2.24752377970987e-07,5.54814487075349,2016,"2024-05","2024-07","backtest","",-2.25307605283185e-07,5.54701380030477,2016,0.0229173017462875,0.0229173017462875,2.72176980359709e-06,0.977079976483909,
"Canada","Vans",-1.23393136189676e-05,3.69029297222473,2016,"2024-05","2024-07","backtest","",-0.00133741041029151,1.77805566763208,2016,0.0226945871197155,0.0226945871197155,0.0192809166337416,0.958024496246543,
"Canada","Whole",-2.7633720579507e-06,4.05526422488612,2010,"2024-05","2024-07","backtest","",-9.71679586176729e-06,3.68869356740941,2010,0.114612280125057,0.114612280125057,0.0397834810147662,0.845604238860176,
"Chile","Whole",-1.32653062815353e-10,7.84625864282763,2014,"2024-07","2024-07","backtest","",-6.41669763312713e-10,7.27424171145688,2014,0.00926879161430061,0.00926879161430061,0.00293472738454956,0.98779648100115,
"China","Whole",-3.7045243693844e-07,5.03944891740242,2009,"2024-07","2024-07","backtest","",-1.53984138086509e-08,6.41835560068287,2009,0.252209567198178,0.252209567198178,0.157403189066059,0.590387243735763,
"Colombia","Whole",-0.000328846782222771,2.43985156182201,2018,"2024-07","2024-07","backtest","",-0.000328846840241392,2.43985145581952,2018,0.0272809218171353,0.0272809218171353,0,0.972719078182865,
"Croatia","Whole",-0.0113591808261105,0.506425112356654,2018,"2024-07","2024-07","backtest","",-0.0166658545055428,0.585169076720456,2018,0.0261266834816542,0.0261266834816542,0.0202097114484684,0.953663605069877,
"Cyprus","Whole",-0.00244761624854712,1.97963478070701,2019,"2024-07","2024-07","backtest","",-0.00436804305618538,1.95466259905138,2019,0.060781290156772,0.060781290156772,0.0410562837316885,0.898162426111539,
"Czechia","Whole",-7.1185342280282e-08,4.98525278015104,2010,"2024-07","2024-07","backtest","",-1.59026423142652e-06,4.01359435619172,2010,0.0361703818843396,0.0361703818843396,0.0256871091956053,0.938142508920055,
"Denmark","HDV",-0.0145770373580154,1.60257084191453,2020,"2024-07","2024-07","backtest","",-0.0145770373518597,1.60257084218794,2020,0.122386759581882,0.122386759581882,0,0.877613240418119,
"Denmark","Industry",-0.00222258722442666,2.55406822883277,2017,"2024-07","2024-07","backtest","",-0.0202569190903018,1.67526854860074,2017,0.286823712140823,0.286823712140823,0.0762504673972445,0.636925820461932,
"Denmark","Private",-0.00108075418731084,3.38572405214699,2017,"2024-07","2024-07","backtest","",-0.0134640410106091,2.21638613317832,2017,0.545850499184524,0.545850499184524,0.0546133323277366,0.39953616848774,
"Denmark","Vans",-0.00114287867894824,2.41924077530227,2017,"2024-07","2024-07","backtest","",-0.00185882799992265,2.22869983565473,2017,0.117706659213193,0.117706659213193,0.0121934176507582,0.870099923136049,
"Denmark","Whole",-1.04103374568403e-06,5.51306645404401,2013,"2024-07","2024-07","backtest","",-8.49194778071371e-05,3.8141998903003,2013,0.443285290449697,0.443285290449697,0.0631808526994938,0.493533856850809,
"Estonia","Whole",-0.000618313116778256,2.42928772176404,2017,"2024-07","2024-07","backtest","",-0.000637343771890073,2.63355605836794,2017,0.0695614707008809,0.0695614707008809,0.0347567981616239,0.895681731137495,
"Finland","Buses",-5.81000884628381e-05,4.27064975555108,2013,"2024-07","2024-07","backtest","",-5.81000884628381e-05,4.27064975555108,2013,0.55119825708061,0.55119825708061,0,0.44880174291939,
