"country","variant","v1","v2","t0","data_per","model_date","source","baseline_date","ice_v1","ice_v2","ice_t0","ttm_bev_share","obs_bev_share","obs_phev_share","obs_ice_share","refit_swing"
"Albania","2-Wheelers",-0.0243746049295514,-0.517938872392522,2019,"2022-05","2022-05","backtest","",-0.0243746049295514,-0.517938872392522,2019,0.013797495223944,0.013797495223944,0,0.986202504776056,
"Albania","Buses",0,4.15,2019,"2022-05","2022-05","backtest","",0,4.15,2019,0,0,0,1,
"Albania","HDV",0,4.15,2019,"2022-05","2022-05","backtest","",0,4.15,2019,0,0,0,1,
"Albania","Whole",-0.000718821376131421,1.610865329759,2018,"2022-05","2022-05","backtest","",-0.000225521468300757,2.65467579894542,2018,0.00653642638738854,0.00653642638738854,0.00161121994983247,0.991852353662779,
"Argentina","Industry",-2.55821077195696e-05,1.81111227230316,2017,"2022-05","2022-05","backtest","",-4.91863078567659e-05,2.02231698175794,2017,0.000522380750269353,0.000522380750269353,0.000783571125404029,0.998694048124327,
"Argentina","Private",-9.8991650984813e-07,2.47494738086203,2017,"2022-05","2022-05","backtest","",-8.56255339270247e-11,9.35559131061696,2017,4.78370478801012e-05,4.78370478801012e-05,0.000196131896308415,0.999756031055811,
"Argentina","Whole",-2.2847211778444e-06,2.39521924020984,2017,"2022-05","2022-05","backtest","",-1.57282499675549e-10,9.21485619956173,2017,0.000108481591508395,0.000108481591508395,0.000271203978770987,0.999620314429721,
"Australia","Whole",-0.000137756824928749,2.45908465140341,2014,"2022-05","2022-05","backtest","",-0.000247274256246216,2.26663975601373,2014,0.02103567000687,0.02103567000687,0.00461472827382323,0.974349601719307,
"Austria","Used",-0.00103584538809425,2.15449579258605,2018,"2022-05","2022-05","backtest","",-0.00152355647540077,2.17673154863287,2018,0.019285377381193,0.019285377381193,0.00982918940772185,0.970885433211085,
"Austria","Whole",-1.93209528355337e-07,5.70126280116169,2011,"2022-05","2022-05","backtest","",-9.05348309401306e-08,6.19333862711838,2011,0.150519031141869,0.150519031141869,0.0618190016932931,0.787661967164838,
