"country","variant","v1","v2","t0","data_per","model_date","source","baseline_date","ice_v1","ice_v2","ice_t0","ttm_bev_share","obs_bev_share","obs_phev_share","obs_ice_share","refit_swing"
"Albania","Whole",-0.00160860666505523,0.775590805559249,2018,"2021-10","2021-10","backtest","",-0.00143800791031156,0.953575468888795,2018,0.00401873077998323,0.00401873077998323,0.000454291305563321,0.995526977914453,
"Argentina","Industry",-2.06051098216903e-05,2.0476099846514,2017,"2021-10","2021-10","backtest","",-0.000192640854018,0.737464408866757,2017,0.000326868598823273,0.000326868598823273,7.26374664051718e-05,0.999600493934772,
"Argentina","Private",-1.2501180089076e-06,2.2879308114421,2017,"2021-10","2021-10","backtest","",-6.47586497643025e-06,1.29365708381368,2017,3.12013871245247e-05,3.12013871245247e-05,0,0.999968798612875,
"Argentina","Whole",-2.42199201569691e-06,2.37635546333625,2017,"2021-10","2021-10","backtest","",-1.72480936945959e-05,1.20544843596498,2017,6.35215556428977e-05,6.35215556428977e-05,7.94019445536221e-06,0.999928538249902,
"Austria","Used",-0.00192857962170084,1.5506752171003,2018,"2021-10","2021-10","backtest","",-0.0020810477571574,1.87556264338064,2018,0.0126054989371408,0.0126054989371408,0.00724484224238685,0.980149658820472,
"Austria","Whole",-8.61060716074893e-09,7.08446126046661,2011,"2021-10","2021-10","backtest","",-1.80691846703638e-09,7.93330953410779,2011,0.128425560345001,0.128425560345001,0.0585077053726309,0.813066734282368,
"Belgium","Whole",-0.00216187736657479,2.21212546149233,2017,"2021-10","2021-10","backtest","",-0.00312153409909726,2.82753219010299,2017,0.0828222622561233,0.0828222622561233,0.140758557246349,0.776419180497528,
"Brazil","Whole",-1.21427762239815e-10,6.87963893684535,2011,"2021-10","2021-10","backtest","",-1.21427762239815e-10,6.87963893684535,2011,0.0010387721791909,0.0010387721791909,0,0.998961227820809,
"Bulgaria","Whole",-0.00145458805018763,1.68652368424494,2017,"2021-10","2021-10","backtest","",-0.00159521543032826,1.84758310531272,2017,0.0186442490174194,0.0186442490174194,0.00717703349232609,0.974178717490254,
"Canada","Whole",-6.46194686903451e-06,3.65544322248398,2010,"2021-08","2021-10","backtest","",-6.24773018453383e-05,2.86046675854879,2010,0.0444178965470631,0.0444178965470631,0.0181425101201922,0.937439593332745,
"Chile","Whole",-1.01222916597891e-05,2.34236007219738,2014,"2021-10","2021-10","backtest","",-7.24940669078398e-06,2.74004962115853,2014,0.00117730222339755,0.00117730222339755,0.000584836957627291,0.998237860818975,
"China","Whole",-1.74454144414428e-07,5.27087909254788,2009,"2021-10","2021-10","backtest","",-4.75523940663736e-07,4.95338913206452,2009,0.100214466757653,0.100214466757653,0.0221290699941509,0.877656463248197,
"Colombia","Whole",-0.00330901570726852,0.4596832634502,2018,"2021-10","2021-10","backtest","",-0.00330901563166149,0.459683276925025,2018,0.00600731255588198,0.00600731255588198,0,0.993992687444118,
"Croatia","Whole",-0.000309424821599348,3.62181444933941,2018,"2021-10","2021-10","backtest","",-8.45650760758041e-07,8.8541362963569,2018,0.0251308447593942,0.0251308447593942,0.0178640944673674,0.957005060773238,
"Czechia","Whole",-9.22077886956194e-09,5.87135640247386,2010,"2021-10","2021-10","backtest","",-3.64912940645099e-07,4.65036512911306,2010,0.0158070001083316,0.0158070001083316,0.0181431955951411,0.966049804296527,
"Denmark","Industry",-0.00164863858321485,2.72955064858734,2017,"2021-10","2021-10","backtest","",-0.00126222048131294,3.72608381149982,2017,0.082355228305509,0.082355228305509,0.161915870817234,0.755728900877257,
"Denmark","Private",-0.0010332162952167,3.43680032763465,2017,"2021-10","2021-10","backtest","",-0.00123268671297355,4.03118568445317,2017,0.141229076103866,0.141229076103866,0.210603514947863,0.648167408948271,
"Denmark","Vans",-0.000131451893097147,3.81339845987446,2017,"2021-10","2021-10","backtest","",-0.000175686918068063,3.78876411809343,2017,0.0342651586745115,0.0342651586745115,0.00923696003414322,0.956497881291345,
"Denmark","Whole",-9.11062270049009e-08,6.68405333300931,2013,"2021-10","2021-10","backtest","",-1.53592201605186e-08,8.03509596797788,2013,0.116354283778165,0.116354283778165,0.190032496034252,0.693613220187584,
"Estonia","Whole",-0.00036723994830518,2.77755640559806,2017,"2021-10","2021-10","backtest","",-0.000299703480035027,3.13748463316161,2017,0.0209912536443149,0.0209912536443149,0.0104956268221574,0.968513119533528,
"Finland","Buses",-6.79483824870917e-12,11.9677475778764,2013,"2021-10","2021-10","backtest","",-6.79483824870917e-12,11.9677475778764,2013,0.519893899204244,0.519893899204244,0,0.480106100795756,
"Finland","HDV",-3.31577158524736e-08,4.77025316757506,2013,"2021-10","2021-10","backtest","",-7.36081466992036e-06,2.24925648592598,2013,0.000833333333333333,0.000833333333333333,0,0.999166666666667,
"Finland","Industry",-3.11219294281279e-10,9.20956871349385,2013,"2021-10","2021-10","backtest","",-1.94080312700399e-05,4.66415570715005,2013,0.0867267877556205,0.0867267877556205,0.229874253778737,0.683398958465642,
"Finland","Private",-2.70476222247883e-08,7.11855259109375,2013,"2021-10","2021-10","backtest","",-3.04792503131744e-06,5.44058871726483,2013,0.0899055682188212,0.0899055682188212,0.177271247150765,0.732823184630414,
"Finland","Vans",-3.58364143539813e-08,6.29352378251107,2013,"2021-10","2021-10","backtest","",-8.31998460816901e-08,5.96050328279001,2013,0.0231987508364934,0.0231987508364934,0.00312290876645104,0.973678340397056,
"Finland","Whole",-8.26479336369146e-09,7.67189317167243,2013,"2021-10","2021-10","backtest","",-6.70546207985602e-06,5.10868037610426,2013,0.0886639876965818,0.0886639876965818,0.197817135486432,0.713518876816987,
"France","Whole",-8.24111365908295e-09,6.70087435485809,2010,"2021-10","2021-10","backtest","",-3.33863177497878e-10,8.2981652343964,2010,,0.0903785571028533,0.0818789970105199,0.827742445886627,
"Germany","Whole",-1.51293253527167e-10,8.80983476112495,2011,"2021-10","2021-10","backtest","",-2.63940960864189e-09,7.90484297074608,2011,0.121485616494173,0.121485616494173,0.117150521464927,0.7613638620409,
"Greece","Whole",-1.77844324273101e-08,6.95359090463949,2014,"2021-10","2021-10","backtest","",-1.89963957623845e-08,7.51771911222429,2014,0.0230058774131652,0.0230058774131652,0.0547774978990839,0.922216624687751,
"Hungary","Whole",-0.00334730731821946,1.49932623144538,2017,"2021-10","2021-10","backtest","",-0.00331587338848,2.04510684988146,2017,0.0296260018501675,0.0296260018501675,0.033753896623833,0.936620101526,
"Iceland","Whole",-0.024695010605217,1.71315901929711,2017,"2021-10","2021-10","backtest","",-0.120360507319205,1.16367214220482,2017,0.258940503684169,0.258940503684169,0.254442409507756,0.486617086808075,
"India","Whole",-1.54820159496871e-05,3.18650020925785,2016,"2021-10","2021-10","backtest","",-1.54820159496871e-05,3.18650020925785,2016,0.00327854801697791,0.00327854801697791,0,0.996721451983022,
"Indonesia","Whole",-6.00892398281053e-16,11.15811217979,2009,"2021-10","2021-10","backtest","",-7.39019896212302e-16,11.0769254304692,2009,0.00117128289926967,0.00117128289926967,0,0.99882871710073,
"Ireland","Buses",-1.28869565756797e-10,6.98278597200437,2009,"2021-10","2021-10","backtest","",-4.54858244474567e-12,10.0418240391246,2009,0.00554016620498615,0.00554016620498615,0.277008310249307,0.717451523545706,
"Ireland","HDV",-3.25651635184286e-10,6.05502902471753,2009,"2021-10","2021-10","backtest","",-3.25651634752318e-10,6.05502902524564,2009,0.00135013501350135,0.00135013501350135,0,0.998649864986499,
"Ireland","Vans",-1.06673543102488e-08,5.89402904170441,2009,"2021-10","2021-10","backtest","",-1.10236976237475e-08,5.89238433339436,2009,0.0230288294546718,0.0230288294546718,0.000729419937478291,0.97624175060785,
"Ireland","Whole",-4.18301598941722e-11,7.98563960946663,2007,"2021-10","2021-10","backtest","",-1.48395347654103e-13,10.3907795564456,2007,0.080846968238691,0.080846968238691,0.0747291283507562,0.844423903410553,
"Israel","Vans",-2.45501505504064e-08,6.79552480052234,2016,"2021-10","2021-10","backtest","",-8.57343553541455e-06,3.47983201209645,2016,0.00242872228088701,0.00242872228088701,0.000633579725448786,0.996937697993664,
"Israel","Whole",-4.40369902229917e-10,10.8435670281123,2016,"2021-10","2021-10","backtest","",-0.00016534602354696,3.71880890619267,2016,0.0312983796057385,0.0312983796057385,0.0454381257095676,0.923263494684694,
"Italy","NonRental",-1.7022806428619e-09,8.5367423376678,2014,"2021-10","2021-10","backtest","",-1.60956435761913e-08,7.70618026486894,2014,0.0388243190138196,0.0388243190138196,0.0321931404085456,0.928982540577635,
"Italy","Rental",-2.00820644439281e-06,5.14630416546902,2014,"2021-10","2021-10","backtest","",-2.17331888241775e-07,6.769776199304,2014,0.0578879747418879,0.0578879747418879,0.0899849050516224,0.85212712020649,
"Italy","Whole",-3.07252236115222e-08,7.128081588851,2014,"2021-10","2021-10","backtest","",-4.3581451589002e-08,7.31686089863269,2014,0.0431436726185258,0.0431436726185258,0.0451633433018044,0.91169298407967,
"Japan","Whole",-0.00288866011648801,0.421725365062748,2011,"2021-10","2021-10","backtest","",-0.00624958714777354,0.398865369684752,2011,0.00817529237712976,0.00817529237712976,0.00895869325956819,0.982866014363302,
"Latvia","Whole",-1.26193833336717e-05,3.86121219658654,2014,"2021-10","2021-10","backtest","",-1.12993483653014e-05,4.04717978141875,2014,0.0271911663216011,0.0271911663216011,0.0082815734989648,0.964527260179434,
"Lithuania","Whole",-5.36356352416418e-08,7.84374375618452,2016,"2021-10","2021-10","backtest","",-7.77608566425423e-11,11.7855315040249,2016,0.0495664275773472,0.0495664275773472,0.0105984369981801,0.939835135424473,
"Luxembourg","HDV",-7.39784661815257e-06,3.40860338096762,2009,"2021-10","2021-10","backtest","",-2.28196955497411e-05,2.97347244008423,2009,0.029532403609516,0.029532403609516,0,0.970467596390484,
"Luxembourg","Vans",-0.000194205993661393,1.79755150845022,2009,"2021-10","2021-10","backtest","",-0.000150674817111092,1.9140490334967,2009,0.0196163905841325,0.0196163905841325,0.000653879686137751,0.97972972972973,
"Luxembourg","Whole",-6.8768665820426e-12,9.3050754897045,2009,"2021-10","2021-10","backtest","",-1.50496970287696e-11,9.3065625842212,2009,0.0935380933386518,0.0935380933386518,0.104307937774232,0.802153968887116,
"Malaysia","Whole",-4.3110320262327e-07,4.69067928929459,2017,"2021-10","2021-10","backtest","",-4.3110320264785e-07,4.69067928925807,2017,,0.000489966099642836,0,0.999510033900357,
"Netherlands","HDV",-0.00089035910205925,1.06482943401881,2017,"2021-10","2021-10","backtest","",-0.00110246860792273,0.966879104096218,2017,0.00508565310492505,0.00508565310492505,0.000356887937187723,0.994557458957887,
"Netherlands","Used",-0.00215390973635059,1.82055198871755,2017,"2021-10","2021-10","backtest","",-0.00122876703308928,2.70703138501472,2017,0.0300525133450351,0.0300525133450351,0.0317572106529135,0.938190276002051,
"Netherlands","Whole",-1.42096436661316e-06,5.0323706313364,2010,"2021-10","2021-10","backtest","",-8.56877285170233e-06,4.38369502971592,2010,0.21594141481276,0.21594141481276,0.0884875350989784,0.695571050088262,
"New Zealand","Whole",-3.88889895398565e-05,2.83518620410715,2011,"2021-10","2021-10","backtest","",-3.74890182937227e-05,2.99332178755125,2011,0.0285763119901958,0.0285763119901958,0.0110734118109119,0.960350276198892,
"Norway","Whole",-6.68960419644539e-07,4.97028205466339,2004,"2021-10","2021-10","backtest","",-1.03172077466777e-06,5.01066568952676,2004,0.618804454282463,0.618804454282463,0.215071416844525,0.166124128873012,
"Poland","Whole",-1.81239211769009e-11,8.40838680108365,2010,"2021-10","2021-10","backtest","",-3.73007605648327e-12,9.43064408035677,2010,0.0122930531873934,0.0122930531873934,0.0188129619679039,0.968893984844703,
"Portugal","Whole",-3.17326871110543e-08,5.86160105345649,2009,"2021-10","2021-10","backtest","",-5.34395434297658e-09,6.9436534341727,2009,0.076243975358462,0.076243975358462,0.110833294230421,0.812922730411117,
"Romania","Whole",-1.32807080161608e-09,6.75487532837855,2009,"2021-10","2021-10","backtest","",-1.18799371029694e-11,8.85897372530975,2009,0.0303039819613187,0.0303039819613187,0.0220541550256475,0.947641863013034,
"Singapore","Whole",-1.96335061329081e-08,7.46080312546428,2015,"2021-10","2021-10","backtest","",-1.96335061329081e-08,7.46080312546428,2015,,0.0190862563073436,0,0.980913743692656,
"Slovakia","Whole",-0.000496476025370704,2.2831817713602,2017,"2021-10","2021-10","backtest","",-0.000544719186777424,2.71479455591107,2017,0.0159274971075974,0.0159274971075974,0.0147705360586194,0.969301966833783,
"Slovenia","Whole",-0.000305295113225565,2.28577053347728,2014,"2021-10","2021-10","backtest","",-0.000535449974506112,2.05770316828464,2014,0.0325432584907804,0.0325432584907804,0.00503578054598463,0.962420960963235,
"South Korea","Whole",-0.000363278077213295,2.95422368977663,2016,"2021-10","2021-10","backtest","",-0.000276029055389278,3.2643795756485,2016,0.0477880090777426,0.0477880090777426,0.012991696882333,0.939220294039924,
"Spain","2-Wheelers",-0.00583644407586688,1.32805715426033,2014,"2021-10","2021-10","backtest","",-0.00583905821150846,1.32788587628106,2014,0.0587895365412028,0.0587895365412028,5.5036076147915e-06,0.941204959851182,
"Spain","Buses",-0.00138475577287998,1.68697911552461,2014,"2021-10","2021-10","backtest","",-0.00161764781559364,1.66315239374048,2014,0.0576923076923077,0.0576923076923077,0.00936883629191321,0.932938856015779,
"Spain","HDV",-4.16438776758257e-10,7.2786772882019,2014,"2021-10","2021-10","backtest","",-8.81523863814411e-08,4.64268156751476,2014,0.000764014898290517,0.000764014898290517,0.000143252793429472,0.99909273230828,
"Spain","Whole",-2.32182849734151e-05,3.52889095236297,2014,"2021-10","2021-10","backtest","",-3.47608268772276e-06,5.01293174927607,2014,0.025623827573329,0.025623827573329,0.0467468245212636,0.927629347905407,
"Spain","NonRental",-5.49086464738953e-06,4.35495264166963,2014,"2021-10","2021-10","backtest","",-1.59394661482097e-06,5.41596026878221,2014,0.030853052097587,0.030853052097587,0.0424073023395521,0.926739645562861,
"Spain","Rental",-0.00016672909770576,2.26622468187063,2014,"2021-10","2021-10","backtest","",-1.1607120292237e-05,4.35623631706835,2014,0.0168204641699148,0.0168204641699148,0.056630976491919,0.926548559338166,
"Spain","Used",-0.00025717284367932,1.64457629459757,2014,"2021-10","2021-10","backtest","",-0.0007572780790481,1.58047767490039,2014,0.00649060238753254,0.00649060238753254,0.0100799284428288,0.983429469169639,
"Spain","Vans",-0.00277513465160653,1.05035509085777,2014,"2021-10","2021-10","backtest","",-0.00269969392665922,1.07113903329259,2014,0.0231495647586389,0.0231495647586389,0.000348193088894751,0.976502242152466,
"Sweden","Whole",-4.42300210784106e-18,13.6893899926433,2005,"2021-10","2021-10","backtest","",-8.94041866434997e-14,10.5389328185736,2005,0.158060187142673,0.158060187142673,0.255669736688911,0.586270076168416,
"Switzerland","Whole",-1.31720666052725e-08,6.40787351171948,2009,"2021-10","2021-10","backtest","",-2.88825926629093e-09,7.24902066688609,2009,0.118566832383815,0.118566832383815,0.0885742876621124,0.792858879954072,
"Thailand","3-Wheelers",-0.181752372711614,0.913493594979047,2017,"2021-10","2021-10","backtest","",-0.181752370937831,0.913493598969244,2017,0.22972972972973,0.22972972972973,0,0.77027027027027,
"Thailand","Buses",-1.90694619908397e-189,278.101884055663,2017,"2021-10","2021-10","backtest","",-1.90694619908397e-189,278.101884055663,2017,0.0201005025125628,0.0201005025125628,0,0.979899497487437,
"Thailand","HDV",-2.04193278334091e-07,2.50756110782855,2017,"2021-10","2021-10","backtest","",-2.04193278334091e-07,2.50756110782855,2017,1.36563515691148e-05,1.36563515691148e-05,0,0.999986343648431,
"Thailand","Whole",-8.64183037406123e-05,2.29566130659276,2017,"2021-10","2021-10","backtest","",-9.2774593471895e-06,4.80292232511489,2017,0.00226117380889344,0.00226117380889344,0.00804015135296733,0.989698674838139,
"Türkiye","Whole",-1.13521716925967e-12,12.0289353648573,2015,"2021-10","2021-10","backtest","",-1.13521716925967e-12,12.0289353648573,2015,0.00500199088293534,0.00500199088293534,0,0.994998009117065,
"UK","Whole",-9.3733271170681e-07,5.85764165026221,2014,"2021-10","2021-10","backtest","",-1.13690895915918e-05,4.85290670452139,2014,0.103966113594458,0.103966113594458,0.0672426620788311,0.828791224326711,
"USA","Whole",-2.05856581913778e-05,2.92753477252475,2010,"2021-10","2021-10","backtest","",-0.000147941996542442,2.22692823156733,2010,0.0266648803855844,0.0266648803855844,0.0105248093390655,0.96281031027535,
